ID	SampleID	Species	Population	Source	SourceID	Region	Country	Season	CollDate	Type	Medium	RUGstack	RUGbox	RUGpos	Notes
1	RK001	Red Knot	canutus	ROM	DL 1	Taymyr	Russia	breed	7/1/1995	blood	ethanol	65	11	70	
2	RK002	Red Knot	canutus	ROM	DL 2	Taymyr	Russia	breed	7/1/1995	blood	ethanol	65	11	71	
3	RK003	Red Knot	canutus	ROM	TP1	Taymyr	Russia	breed	7/9/1994	blood	ethanol	65	12	27	
4	RK004	Red Knot	canutus	ROM	TP2	Taymyr	Russia	breed	7/8/1994	blood	ethanol	65	12	28	
5	RK005	Red Knot	canutus	ROM	TP4	Taymyr	Russia	breed	7/8/1994	blood	ethanol	65	12	29	
6	RK006	Red Knot	canutus	ROM	TP6	Taymyr	Russia	breed	7/7/1994	blood	ethanol	65	12	30	
7	RK007	Red Knot	canutus	ROM	TP9	Taymyr	Russia	breed	7/8/1994	blood	ethanol	65	12	31	
8	RK008	Red Knot	canutus	ROM	TP13	Taymyr	Russia	breed	7/9/1994	blood	ethanol	65	12	32	
9	RK009	Red Knot	canutus	ROM	TP15	Taymyr	Russia	breed	7/6/1994	blood	ethanol	65	12	33	
10	RK010	Red Knot	canutus	ROM	TP21	Taymyr	Russia	breed	7/23/1994	blood	ethanol	65	12	34	
11	RK011	Red Knot	canutus	ROM	TP24	Taymyr	Russia	breed	7/10/1994	blood	ethanol	65	12	35	
12	RK012	Red Knot	canutus	ROM	TP26	Taymyr	Russia	breed	7/20/1994	blood	ethanol	65	12	36	
13	RK013	Red Knot	canutus	ROM	TP27	Taymyr	Russia	breed	7/22/1994	blood	ethanol	65	12	37	
14	RK014	Red Knot	canutus	ROM	TP36	Taymyr	Russia	breed	7/15/1994	blood	ethanol	65	12	38	
15	RK015	Red Knot	canutus	ROM	TP42	Taymyr	Russia	breed	7/24/1994	blood	ethanol	65	12	39	
16	RK016	Red Knot	canutus	ROM	TP45	Taymyr	Russia	breed	7/30/1994	blood	ethanol	65	12	40	
17	RK017	Red Knot	islandica	ROM	80261053	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	17	
18	RK018	Red Knot	islandica	ROM	80261055	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	18	
19	RK019	Red Knot	islandica	ROM	80261056	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	19	
20	RK020	Red Knot	islandica	ROM	80261057	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	20	
21	RK021	Red Knot	islandica	ROM	80261058	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	21	
22	RK022	Red Knot	islandica	ROM	80261059	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	22	
23	RK023	Red Knot	islandica	ROM	80261060	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	23	
24	RK024	Red Knot	islandica	ROM	80261061	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	24	
25	RK025	Red Knot	islandica	ROM	80261062	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	25	
26	RK026	Red Knot	islandica	ROM	80261063	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	26	
27	RK027	Red Knot	islandica	ROM	80261066	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	27	
28	RK028	Red Knot	islandica	ROM	80261067	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	28	
29	RK029	Red Knot	islandica	ROM	80261068	Ellesmere Is	Canada	breed	6/1/1990	blood	ethanol	65	11	29	
30	RK030	Red Knot	islandica	ROM	86K1	Ellesmere Is	Canada	breed	7/1/1986	organ tissue	ethanol	65	11	31	
31	RK031	Red Knot	islandica	ROM	86K2	Ellesmere Is	Canada	breed	7/1/1986	organ tissue	ethanol	65	11	32	
32	RK032	Red Knot	islandica	ROM	86K3	Ellesmere Is	Canada	breed	7/1/1986	organ tissue	ethanol	65	11	33	
33	RK033	Red Knot	islandica	ROM	86K4	Ellesmere Is	Canada	breed	7/1/1986	organ tissue	ethanol	65	11	34	
34	RK034	Red Knot	islandica	ROM	86K5	Ellesmere Is	Canada	breed	7/1/1986	organ tissue	ethanol	65	11	35	
35	RK035	Red Knot	islandica	ROM	86K6	Ellesmere Is	Canada	breed	7/1/1986	organ tissue	ethanol	65	11	36	
36	RK036	Red Knot	islandica	ROM	GM EK-101	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	72	
37	RK037	Red Knot	islandica	ROM	GM EK-102	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	73	
38	RK038	Red Knot	islandica	ROM	GM EK-103	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	74	
39	RK039	Red Knot	islandica	ROM	GM EK-104	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	75	
40	RK040	Red Knot	islandica	ROM	GM EK-105	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	76	
41	RK041	Red Knot	islandica	ROM	GM EK-106	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	77	
42	RK042	Red Knot	islandica	ROM	GM EK-107	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	78	
43	RK043	Red Knot	islandica	ROM	GM EK-108	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	79	
44	RK044	Red Knot	islandica	ROM	GM EK-110	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	80	
45	RK045	Red Knot	islandica	ROM	GM EK-111	Ellesmere Is	Canada	breed	6/1/1987	organ tissue	ethanol	65	11	81	
46	RK046	Red Knot	islandica	ROM	GM EK-112	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	1	
47	RK047	Red Knot	islandica	ROM	GM EK-113	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	2	
48	RK048	Red Knot	islandica	ROM	GM EK-115	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	3	
49	RK049	Red Knot	islandica	ROM	GM EK-116	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	4	
50	RK050	Red Knot	islandica	ROM	GM EK-117	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	5	
51	RK051	Red Knot	islandica	ROM	GM EK-118	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	6	
52	RK052	Red Knot	islandica	ROM	GM EK-119	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	7	
53	RK053	Red Knot	islandica	ROM	GM EK-120	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	8	
54	RK054	Red Knot	islandica	ROM	GM EK-121	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	9	
55	RK055	Red Knot	islandica	ROM	GM EK-122	Ellesmere Is	Canada	breed	6/1/1987		ethanol	65	12	10	
56	RK056	Red Knot	roselaari unk	ROM	RG 762	YK Delta, AK	USA	northbound	5/10/1990	organ tissue	ethanol	65	12	15	2nd sample pos 16
57	RK057	Red Knot	roselaari unk	ROM	RG 763	YK Delta, AK	USA	northbound	5/14/1990	organ tissue	ethanol	65	12	17	
58	RK058	Red Knot	roselaari unk	ROM	RG 824	Copper R, AK	USA	northbound	5/19/1995	organ tissue	ethanol	65	12	18	
59	RK059	Red Knot	roselaari unk	ROM	RG 825	Copper R, AK	USA	northbound	5/19/1995	organ tissue	ethanol	65	12	19	very little material
60	RK060	Red Knot	roselaari unk	ROM	RG 826	Copper R, AK	USA	northbound	5/19/1995	organ tissue	ethanol	65	12	20	
61	RK061	Red Knot	roselaari unk	ROM	RG 835	YK Delta, AK	USA	northbound	5/19/1993	organ tissue	ethanol	65	12	21	
62	RK062	Red Knot	roselaari unk	ROM	RG 836	YK Delta, AK	USA	northbound	5/18/1993	organ tissue	ethanol	65	12	22	
63	RK063	Red Knot	roselaari unk	ROM	RG 837	YK Delta, AK	USA	northbound	5/19/1993	organ tissue	ethanol	65	12	23	
64	RK064	Red Knot	roselaari unk	ROM	RG 838	YK Delta, AK	USA	northbound	5/19/1993	organ tissue	ethanol	65	12	24	
65	RK065	Red Knot	roselaari unk	ROM	RG 839	YK Delta, AK	USA	northbound	5/17/1993	organ tissue	ethanol	65	12	25	
66	RK066	Red Knot	roselaari unk	ROM	RG 842	YK Delta, AK	USA	northbound	5/19/1993	organ tissue	ethanol	65	12	26	
67	RK067	Red Knot	rufa	ROM	1162-72428	Southampton Is	Canada	breed	6/28/2002		ethanol	65	11	30	
68	RK068	Red Knot	rufa	ROM	9822-03153	Southampton Is	Canada	breed	7/1/2000		ethanol	65	11	37	
69	RK069	Red Knot	rufa	ROM	9822-03154	Southampton Is	Canada	breed	7/4/2000		ethanol	65	11	38	
70	RK070	Red Knot	rufa	ROM	9822-03155	Southampton Is	Canada	breed	7/4/2000		ethanol	65	11	39	
71	RK071	Red Knot	rufa	ROM	9822-03156	Southampton Is	Canada	breed	7/4/2000		ethanol	65	11	40	
72	RK072	Red Knot	rufa	ROM	9822-03157	Southampton Is	Canada	breed	7/5/2000		ethanol	65	11	41	
73	RK073	Red Knot	rufa	ROM	9822-03158	Southampton Is	Canada	breed	7/5/2000		ethanol	65	11	42	
74	RK074	Red Knot	rufa	ROM	9822-03159	Southampton Is	Canada	breed	7/6/2000		ethanol	65	11	43	
75	RK075	Red Knot	rufa	ROM	9822-03160	Southampton Is	Canada	breed	7/7/2000		ethanol	65	11	44	
76	RK076	Red Knot	rufa	ROM	9822-03161	Southampton Is	Canada	breed	7/7/2000		ethanol	65	11	45	
77	RK077	Red Knot	rufa	ROM	9822-03162	Southampton Is	Canada	breed	7/8/2000		ethanol	65	11	46	
78	RK078	Red Knot	rufa	ROM	9822-03163	Southampton Is	Canada	breed	7/8/2000		ethanol	65	11	47	
79	RK079	Red Knot	rufa	ROM	9822-03164	Southampton Is	Canada	breed	7/8/2000		ethanol	65	11	48	
80	RK080	Red Knot	rufa	ROM	9822-03165	Southampton Is	Canada	breed	7/8/2000		ethanol	65	11	49	
81	RK081	Red Knot	rufa	ROM	9822-03166	Southampton Is	Canada	breed	7/9/2000		ethanol	65	11	50	
82	RK082	Red Knot	rufa	ROM	9822-03167	Southampton Is	Canada	breed	7/10/2000		ethanol	65	11	51	
83	RK083	Red Knot	rufa	ROM	9822-03168	Southampton Is	Canada	breed	7/9/2000		ethanol	65	11	52	
84	RK084	Red Knot	rufa	ROM	9822-03169	Southampton Is	Canada	breed	7/12/2000		ethanol	65	11	53	
85	RK085	Red Knot	rufa	ROM	9822-03302	Southampton Is	Canada	breed	7/13/2001		ethanol	65	11	54	
86	RK086	Red Knot	rufa	ROM	9822-03303	Southampton Is	Canada	breed	7/13/2001		ethanol	65	11	55	
87	RK087	Red Knot	rufa	ROM	9822-03304	Southampton Is	Canada	breed	7/13/2001		ethanol	65	11	56	
88	RK088	Red Knot	rufa	ROM	9822-03305	Southampton Is	Canada	breed	7/13/2001		ethanol	65	11	57	
89	RK089	Red Knot	rufa	ROM	9822-03306	Southampton Is	Canada	breed	7/13/2001		ethanol	65	11	58	
90	RK090	Red Knot	rufa	ROM	9822-03307	Southampton Is	Canada	breed	7/14/2001		ethanol	65	11	59	
91	RK091	Red Knot	rufa	ROM	9822-03308	Southampton Is	Canada	breed	7/14/2001		ethanol	65	11	60	
92	RK092	Red Knot	rufa	ROM	9822-03309	Southampton Is	Canada	breed	7/14/2001		ethanol	65	11	61	
93	RK093	Red Knot	rufa	ROM	9822-03310	Southampton Is	Canada	breed	6/27/2002		ethanol	65	11	62	
94	RK094	Red Knot	rufa	ROM	9822-03311	Southampton Is	Canada	breed	6/27/2002		ethanol	65	11	63	
95	RK095	Red Knot	rufa	ROM	9822-03312	Southampton Is	Canada	breed	6/28/2002		ethanol	65	11	64	
96	RK096	Red Knot	rufa	ROM	9822-03313	Southampton Is	Canada	breed	6/30/2002		ethanol	65	11	65	
97	RK097	Red Knot	rufa	ROM	9822-03314	Southampton Is	Canada	breed	6/30/2002		ethanol	65	11	66	
98	RK098	Red Knot	rufa	ROM	9822-03315	Southampton Is	Canada	breed	6/30/2002		ethanol	65	11	67	
99	RK099	Red Knot	rufa	ROM	9822-03316	Southampton Is	Canada	breed	6/30/2002		ethanol	65	11	68	
100	RK100	Red Knot	rufa	ROM	9822-79390	Southampton Is	Canada	breed	7/13/1999		ethanol	65	11	69	
101	RK101	Red Knot	rufa	ROM	N7001	Southampton Is	Canada	breed	6/30/2002		ethanol	65	12	11	
102	RK102	Red Knot	rufa	ROM	N7002	Southampton Is	Canada	breed	7/2/2002		ethanol	65	12	12	
103	RK103	Red Knot	rufa	ROM	REKN1	Southampton Is	Canada	breed	7/9/2001		ethanol	65	12	13	
104	RK104	Red Knot	rufa	ROM	REKN4	Southampton Is	Canada	breed	7/11/2001		ethanol	65	12	14	
105	RK105	Red Knot	rogersi	PTomkovich	185	SE Chukotka	Russia	breed	7/11/2009	organ tissue	ethanol	65	7	18	chick
106	RK106	Red Knot	rogersi	PTomkovich	238	SE Chukotka	Russia	breed	7/1/2010	organ tissue	ethanol	65	7	19	chick
107	RK107	Red Knot	rogersi	PTomkovich	248	SE Chukotka	Russia	breed	7/20/2010	organ tissue	ethanol	65	7	20	
108	RK108	Red Knot	rogersi	PTomkovich	052-50051	SE Chukotka	Russia	breed	5/30/2012	blood	ethanol	65	7	21	
109	RK109	Red Knot	roselaari W	PTomkovich	HS 000173	Wrangel Is	Russia	breed	7/12/2007	blood	ethanol	65	7	22	
110	RK110	Red Knot	roselaari W	PTomkovich	HS 000175	Wrangel Is	Russia	breed	7/12/2007	feather	ethanol	65	7	23	chick feather
111	RK111	Red Knot	roselaari W	PTomkovich	HS 000184	Wrangel Is	Russia	breed	7/14/2007	feather	ethanol	65	7	24	chick feather
112	RK112	Red Knot	roselaari W	PTomkovich	HS 000191	Wrangel Is	Russia	breed	7/16/2007	blood	ethanol	65	7	25	
113	RK113	Red Knot	roselaari W	PTomkovich	HS 000192	Wrangel Is	Russia	breed	7/16/2007	feather	ethanol	65	7	26	chick feather
114	RK114	Red Knot	rogersi	PTomkovich	HS 003632	SE Chukotka	Russia	breed	5/31/2012	blood	ethanol	65	7	27	
115	RK115	Red Knot	roselaari W	PTomkovich	HS 008035	Wrangel Is	Russia	breed	7/7/2007	blood	ethanol	65	7	28	
116	RK116	Red Knot	roselaari W	PTomkovich	HS 008040	Wrangel Is	Russia	breed	7/7/2007	blood	ethanol	65	7	29	
117	RK117	Red Knot	roselaari W	PTomkovich	HS 008047	Wrangel Is	Russia	breed	7/10/2007	blood	ethanol	65	7	30	
118	RK118	Red Knot	roselaari W	PTomkovich	HS 008068	Wrangel Is	Russia	breed	7/7/2007	blood in capillary	ethanol	65	7	31	
119	RK119	Red Knot	roselaari W	PTomkovich	HS 008078	Wrangel Is	Russia	breed	7/10/2007	blood in capillary	ethanol	65	7	32	
120	RK120	Red Knot	roselaari W	PTomkovich	HS 008083	Wrangel Is	Russia	breed	8/6/2007	feather	ethanol	65	7	33	chick feather
121	RK121	Red Knot	rogersi	PTomkovich	HS 009524	SE Chukotka	Russia	breed	6/3/2009	blood	ethanol	65	7	34	
122	RK122	Red Knot	rogersi	PTomkovich	HS 009525	SE Chukotka	Russia	breed	7/7/2009	blood	ethanol	65	7	35	
123	RK123	Red Knot	rogersi	PTomkovich	HS 009531	SE Chukotka	Russia	breed	5/30/2010	blood	ethanol	65	7	36	
124	RK124	Red Knot	rogersi	PTomkovich	HS 009533	SE Chukotka	Russia	breed	5/30/2010	blood	ethanol	65	7	37	
125	RK125	Red Knot	rogersi	PTomkovich	HS 009538	SE Chukotka	Russia	breed	7/11/2009	blood	ethanol	65	7	38	
126	RK126	Red Knot	rogersi	PTomkovich	HS 009545	SE Chukotka	Russia	breed	6/29/2010	blood	ethanol	65	7	39	
127	RK127	Red Knot	rogersi	PTomkovich	HS 009548	SE Chukotka	Russia	breed	6/29/2010	blood	ethanol	65	7	40	
128	RK128	Red Knot	rogersi	PTomkovich	HS 009558	SE Chukotka	Russia	breed	7/6/2010	blood	ethanol	65	7	41	very little material
129	RK129	Red Knot	rogersi	PTomkovich	HS 009562	SE Chukotka	Russia	breed	7/6/2010	blood	ethanol	65	7	42	very little material
130	RK130	Red Knot	rogersi	PTomkovich	HS 009575	SE Chukotka	Russia	breed	7/14/2010	blood	ethanol	65	7	43	very little material
131	RK131	Red Knot	rogersi	PTomkovich	HS 009601	SE Chukotka	Russia	breed	5/30/2012	feather + blood?	ethanol	65	7	44	
132	RK132	Red Knot	rogersi	PTomkovich	HS 009602	SE Chukotka	Russia	breed	5/30/2012	blood	ethanol	65	7	45	very little material
133	RK133	Red Knot	rogersi	PTomkovich	HS 009603	SE Chukotka	Russia	breed	6/17/2012	blood	ethanol	65	7	46	very little material
134	RK134	Red Knot	rogersi	PTomkovich	HS 009649	SE Chukotka	Russia	breed	6/1/2013	blood	ethanol	65	7	47	
135	RK135	Red Knot	rogersi	PTomkovich	HS 009650	SE Chukotka	Russia	breed	6/2/2013	blood	ethanol	65	7	48	
136	RK136	Red Knot	rogersi	PTomkovich	HS 010923	SE Chukotka	Russia	breed	6/5/2014	blood	ethanol	65	7	49	
137	RK137	Red Knot	roselaari W	PTomkovich	IS 008423	Wrangel Is	Russia	breed	7/6/2007	blood in capillary	ethanol	65	7	50	
138	RK138	Red Knot	roselaari W	PTomkovich	IS 008463	Wrangel Is	Russia	breed	8/4/2007	feather	ethanol	65	7	51	juv feather
139	RK139	Red Knot	roselaari W	PTomkovich	TA-29817	Wrangel Is	Russia	breed	7/2/2007	blood in capillary	ethanol	65	7	52	
140	RK140	Red Knot	roselaari W	PTomkovich	TA-29838	Wrangel Is	Russia	breed	7/5/2007	blood	ethanol	65	7	53	
141	RK141	Red Knot	rogersi	PTomkovich	TA-41944	SE Chukotka	Russia	breed	5/30/2010	blood	ethanol	65	7	54	very little material
142	RK142	Red Knot	roselaari W	PTomkovich	ZMMU 463	Wrangel Is	Russia	breed	7/12/2007	blood	ethanol	65	7	55	chick
143	RK143	Red Knot	roselaari E	USFWS	72502	Nome, AK	USA	breed	7/1/2012	blood	filter paper	65	10	1	
144	RK144	Red Knot	roselaari E	USFWS	6JN	Nome, AK	USA	breed	7/1/2012	blood	filter paper	65	10	2	
145	RK145	Red Knot	roselaari E	USFWS	6EL	Nome, AK	USA	breed		blood	filter paper	65	10	3	2012 unk date
146	RK146	Red Knot	roselaari E	USFWS	6EV	Nome, AK	USA	breed	7/4/2012	blood	filter paper	65	10	4	
147	RK147	Red Knot	roselaari E	USFWS	33821	Nome, AK	USA	breed	7/4/2012	blood	filter paper	65	10	5	
148	RK148	Red Knot	roselaari E	USFWS	6KK	Nome, AK	USA	breed	6/1/2012	blood	filter paper	65	10	6	
149	RK149	Red Knot	roselaari E	USFWS	6KN	Nome, AK	USA	breed	6/23/2012	blood	filter paper	65	10	7	
150	RK150	Red Knot	roselaari E	USFWS	6KP	Nome, AK	USA	breed	6/6/2012	blood	filter paper	65	10	8	
151	RK151	Red Knot	roselaari E	USFWS	6LX	Nome, AK	USA	breed	5/31/2012	blood	filter paper	65	10	9	
152	RK152	Red Knot	roselaari E	USFWS	6KU	Nome, AK	USA	breed	6/4/2012	blood	filter paper	65	10	10	
153	RK153	Red Knot	roselaari E	USFWS	6KV	Nome, AK	USA	breed	6/24/2012	blood	filter paper	65	10	11	
154	RK154	Red Knot	roselaari E	USFWS	6LC	Nome, AK	USA	breed	6/26/2012	blood	filter paper	65	10	12	
155	RK155	Red Knot	roselaari E	USFWS	6CU	Nome, AK	USA	breed	6/13/2012	blood	filter paper	65	10	13	
156	RK156	Red Knot	roselaari E	USFWS	6CV	Nome, AK	USA	breed	6/13/2012	blood	filter paper	65	10	14	
157	RK157	Red Knot	roselaari E	USFWS	6CX	Nome, AK	USA	breed	6/17/2012	blood	filter paper	65	10	15	
158	RK158	Red Knot	roselaari E	USFWS	6CY	Nome, AK	USA	breed	6/23/2012	blood	filter paper	65	10	16	
159	RK159	Red Knot	roselaari E	USFWS	6EA	Nome, AK	USA	breed	6/29/2012	blood	filter paper	65	10	17	
160	RK160	Red Knot	roselaari E	USFWS	33979	Nome, AK	USA	breed	6/26/2012	blood	filter paper	65	10	18	
161	RK161	Red Knot	roselaari E	USFWS	33980	Nome, AK	USA	breed	6/26/2012	blood	filter paper	65	10	19	
162	RK162	Red Knot	roselaari E	USFWS	33981	Nome, AK	USA	breed	6/26/2012	blood	filter paper	65	10	20	
163	RK163	Red Knot	roselaari E	USFWS	6EC	Nome, AK	USA	breed	6/26/2012	blood	filter paper	65	10	21	
164	RK164	Red Knot	roselaari E	USFWS	6TE	Nome, AK	USA	breed	6/30/2012	blood	filter paper	65	10	22	
165	RK165	Red Knot	roselaari E	USFWS	6TA	Nome, AK	USA	breed	6/30/2012	blood	filter paper	65	10	23	
166	RK166	Red Knot	roselaari E	USFWS	6TH	Nome, AK	USA	breed	6/30/2012	blood	filter paper	65	10	24	
167	RK167	Red Knot	roselaari E	USFWS	6TJ	Nome, AK	USA	breed	6/30/2012	blood	filter paper	65	10	25	
168	RK168	Red Knot	roselaari E	USFWS	6TK	Nome, AK	USA	breed	6/30/2012	blood	filter paper	65	10	26	
169	RK169	Red Knot	roselaari E	USFWS	6HJ	Nome, AK	USA	breed	6/29/2014	blood	filter paper	65	10	27	
170	RK170	Red Knot	roselaari E	USFWS	6HN	Nome, AK	USA	breed	7/5/2014	blood	filter paper	65	10	28	
171	RK171	Red Knot	roselaari E	USFWS	6HV	Nome, AK	USA	breed	6/4/2014	blood	filter paper	65	10	29	
172	RK172	Red Knot	roselaari E	USFWS	6HX	Nome, AK	USA	breed	7/5/2014	blood	filter paper	65	10	30	
173	RK173	Red Knot	roselaari E	USFWS	6KP	Nome, AK	USA	breed	6/29/2014	blood	filter paper	65	10	31	
174	RK174	Red Knot	roselaari E	USFWS	6LX	Nome, AK	USA	breed	6/27/2014	blood	filter paper	65	10	32	
175	RK175	Red Knot	roselaari E	USFWS	6TM	Nome, AK	USA	breed	7/5/2014	blood	filter paper	65	10	33	
176	RK176	Red Knot	roselaari E	USFWS	6TY	Nome, AK	USA	breed	7/6/2014	blood	filter paper	65	10	34	
177	RK177	Red Knot	roselaari E	USFWS	6UP	Nome, AK	USA	breed	6/26/2014	blood	filter paper	65	10	35	
178	RK178	Red Knot	roselaari E	USFWS	6UU	Nome, AK	USA	breed	6/21/2014	blood	filter paper	65	10	36	
179	RK179	Red Knot	roselaari E	USFWS	6UV	Nome, AK	USA	breed	6/27/2014	blood	filter paper	65	10	37	
180	RK180	Red Knot	roselaari E	USFWS	6UX	Nome, AK	USA	breed	6/27/2014	blood	filter paper	65	10	38	
181	RK181	Red Knot	roselaari E	USFWS	6UY	Nome, AK	USA	breed	6/29/2014	blood	filter paper	65	10	39	
182	RK182	Red Knot	roselaari E	USFWS	6VA	Nome, AK	USA	breed	6/29/2014	blood	filter paper	65	10	40	
183	RK183	Red Knot	roselaari E	USFWS	6VC	Nome, AK	USA	breed	6/30/2014	blood	filter paper	65	10	41	
184	RK184	Red Knot	roselaari E	USFWS	6VE	Nome, AK	USA	breed	6/30/2014	blood	filter paper	65	10	42	
185	RK185	Red Knot	roselaari E	USFWS	6VJ	Nome, AK	USA	breed	6/30/2014	blood	filter paper	65	10	43	
186	RK186	Red Knot	roselaari E	USFWS	6VK	Nome, AK	USA	breed	6/30/2014	blood	filter paper	65	10	44	
187	RK187	Red Knot	roselaari E	USFWS	6VL	Nome, AK	USA	breed	6/30/2014	blood	filter paper	65	10	45	
188	RK188	Red Knot	roselaari E	USFWS	6VM	Nome, AK	USA	breed	6/30/2014	blood	filter paper	65	10	46	
189	RK189	Red Knot	roselaari E	USFWS	6XT	Nome, AK	USA	breed	7/3/2014	blood	filter paper	65	10	47	
190	RK190	Red Knot	roselaari E	USFWS	6VV	Nome, AK	USA	breed	7/5/2014	blood	filter paper	65	10	48	
191	RK191	Red Knot	roselaari E	USFWS	6XH	Nome, AK	USA	breed	6/4/2014	blood	filter paper	65	10	49	
192	RK192	Red Knot	roselaari E	USFWS	6XJ	Nome, AK	USA	breed	6/21/2014	blood	filter paper	65	10	50	
193	RK193	Red Knot	roselaari E	USFWS	6XM	Nome, AK	USA	breed	6/22/2014	blood	filter paper	65	10	51	
194	RK194	Red Knot	roselaari E	USFWS	6XN	Nome, AK	USA	breed	6/23/2014	blood	filter paper	65	10	52	
195	RK195	Red Knot	roselaari E	USFWS	6XP	Nome, AK	USA	breed	6/23/2014	blood	filter paper	65	10	53	
196	RK196	Red Knot	roselaari unk	USFWS	00	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
197	RK197	Red Knot	roselaari unk	USFWS	02	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
198	RK198	Red Knot	roselaari unk	USFWS	07	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
199	RK199	Red Knot	roselaari unk	USFWS	08	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
200	RK200	Red Knot	roselaari unk	USFWS	12	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
201	RK201	Red Knot	roselaari unk	USFWS	16	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
202	RK202	Red Knot	roselaari unk	USFWS	20	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
203	RK203	Red Knot	roselaari unk	USFWS	23	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
204	RK204	Red Knot	roselaari unk	USFWS	26	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
205	RK205	Red Knot	roselaari unk	USFWS	31	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
206	RK206	Red Knot	roselaari unk	USFWS	34	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
207	RK207	Red Knot	roselaari unk	USFWS	40	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
208	RK208	Red Knot	roselaari unk	USFWS	45	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
209	RK209	Red Knot	roselaari unk	USFWS	48	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
210	RK210	Red Knot	roselaari unk	USFWS	51	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
211	RK211	Red Knot	roselaari unk	USFWS	58	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	used in MMEE course
212	RK212	Red Knot	roselaari unk	USFWS	61	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	used in MMEE course
213	RK213	Red Knot	roselaari unk	USFWS	63	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	used in MMEE course
214	RK214	Red Knot	roselaari unk	USFWS	65	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	used in MMEE course
215	RK215	Red Knot	roselaari unk	USFWS	70	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	used in MMEE course
216	RK216	Red Knot	roselaari unk	USFWS	73	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	used in MMEE course
217	RK217	Red Knot	roselaari unk	USFWS	75	Gray's Harbor, WA	USA	northbound	5/13/2014	blood	filter paper	65	9	0	
